"","Location","Compl.Score","Quests.Stars","Infects.Score","Overall.Score","Spends.Score","Images.Score","Values.Payment","Deaths.Score","Timely.Score"
"753","SUFFOLK CITY VA",15.1309090909091,4,1.02,4,0.95,8.88333333333333,19242,14.7,52
"754","SUFFOLK MA",13.1351923076923,3.2,0.788044117647059,3.33333333333333,1.012,9.528,19434,13.3571428571429,51.75
"755","SUFFOLK NY",12.9363247863248,2.63636363636364,0.985452054794521,2.18181818181818,1.02909090909091,9.66734693877551,20569.4090909091,12.5909090909091,53.5294117647059
"756","SULLIVAN NY",1.44375,2,1.02,2,0.98,6.14,21582.5,13.3,50.8
"757","SUMMIT OH",8.63,3.5,0.68225,3.25,1.0125,10.93125,18681.8,14.35,45
"758","SUMNER TN",14.3036363636364,3,0.743076923076923,2.5,1.015,13.1909090909091,19091.5,14.85,51.5
"759","SUMTER FL",15.8236363636364,2,0.613142857142857,3,1.01,3.35,19910.5,12.8,0
"760","SUMTER GA",2.492,3,1.145,3,0.91,3.55,18494,16.2,54
"761","SUMTER SC",17.6663636363636,3,0.436875,3,0.97,15.36,18373.5,14.5,49.3333333333333
"762","SURRY NC",2.4575,3.5,0.446111111111111,3.5,0.92,9.46666666666667,17555,13.6,50.6
"763","SUSSEX DE",14.0863636363636,3.33333333333333,0.91905,3.66666666666667,0.97,7.91764705882353,20912.8333333333,13.2666666666667,50
"764","SUSSEX NJ",13.5327272727273,3,0.562571428571429,3,1.04,4.8,20912,16.7,63.3333333333333
"765","SWEETWATER WY",1.365,2,0,2,0.91,6.5,17713.5,14.6,46.5
"766","TALLADEGA AL",2.17333333333333,3,0.0735714285714286,3,1.005,9.26,19105.25,14.2,54.8333333333333
"767","TALLAPOOSA AL",10.0873333333333,3,0.104,2.5,0.95,13.38,18905.3333333333,14.7,48.75
"768","TARRANT TX",10.8926737967914,3.63157894736842,0.725899082568807,3.52941176470588,1.079,6.80727272727273,20457.1923076923,14.475,47.6428571428571
"769","TAYLOR KY",1.68222222222222,4,0.871,3,1,12.05,20194,14.1,51.75
"770","TAYLOR TX",13.1372727272727,3,0.542230769230769,3.5,1.045,11.3833333333333,20146.25,15,93
"771","TAZEWELL IL",2.225,4,1.519,3,0.99,10.55,18317.5,14.6,51
"772","TAZEWELL VA",1.63642857142857,3,0.200333333333333,3,0.92,13.5,16602.3333333333,13.7,58
"773","TERREBONNE LA",6.76107142857143,3.5,0.30875,3,0.955,8.38461538461539,17448,14.05,97
"774","TIOGA PA",2.208,3,0.7335,3,0.99,20.96,19348.5,13.4,53.5
"775","TOLLAND CT",2.08722222222222,3,0.772625,3,1,9.24444444444445,19796.25,13.5,52
"776","TOMPKINS NY",2.273,4,0.496142857142857,3,0.9,9.5,17598.5,15,96
"777","TRAVIS TX",10.7376470588235,3.63636363636364,0.71746,3.625,1.058,5.28571428571429,20076.25,14.36,51.7777777777778
"778","TROUP GA",14.3909090909091,3,1.21085714285714,4,0.94,9.56,19860.5,14.2,52.5
"779","TRUMBULL OH",13.6013636363636,2.5,0.2756,4,1.055,11.7090909090909,20325.5,14.35,57
"780","TULARE CA",12.1743333333333,2.33333333333333,0.974277777777778,2.33333333333333,0.973333333333333,10.4666666666667,19015.8333333333,14.2333333333333,56.25
"781","TULSA OK",9.37691588785047,3.45454545454545,0.72638,3.36363636363636,0.963636363636364,11.7382978723404,17719.75,13.74,53.75
"782","TUOLUMNE CA",12.6981818181818,3,0.9668,2,0.83,8.86666666666667,19133,14.9,56
"783","TUSCARAWAS OH",13.283,4,0.8154,3,1.01,9.55555555555556,18834.3333333333,14.5,48.6666666666667
"784","ULSTER NY",12.1638888888889,2.5,0.343625,2.66666666666667,0.935,4.76,17953.6666666667,13,53.5
"785","UNION AR",18.22,3,0.390166666666667,3,1.08,9.78,20526.5,13.8,50
"786","UNION GA",2.32888888888889,4,0.3625,3,0.9,12.75,17693,14.4,52
"787","UNION MS",2.307,4,0.3415,4,0.97,11.4833333333333,18014,16.6,49.5
"788","UNION NC",13.9872727272727,2,0.796857142857143,2,0.98,2.525,18637.5,13.8,48
"789","UNION PA",2.434,4,0.662,3,0.94,12.1166666666667,17242.5,13.9,50.5
"790","UPSON GA",1.42111111111111,4,0.491666666666667,3,0.97,11.4666666666667,17936.5,16,51
"791","UTAH UT",5.92833333333333,3.6,0.42348,3.5,1.0025,9.6,19173.7142857143,12.9,44
"792","UVALDE TX",1.11857142857143,4,0.2285,4,0.96,5.22,20166.5,14.6,56
"793","VAL VERDE TX",2.215,3,0.3295,3,0.86,10.175,18617.5,14.6,59
"794","VAN WERT OH",1.6,3,0,3,0.96,8.1,18808,13.7,46.5
"795","VANCE NC",2.06666666666667,3,0.543142857142857,2,0.96,9.43333333333333,18584.5,15.5,54.3333333333333
"796","VANDERBURGH IN",15.6654545454545,3.5,0.878785714285714,3,1.015,11.3727272727273,19353.75,14.65,46.6666666666667
"797","VENANGO PA",14.0627272727273,3,0.242571428571429,4,0.96,10.05,20231.5,14.2,49.6666666666667
"798","VENTURA CA",15.306,2.71428571428571,0.752,2.85714285714286,0.993333333333333,7.74137931034483,19896.8333333333,13.4833333333333,49.8888888888889
"799","VERMILION IL",1.33777777777778,3,0.403666666666667,3,0.98,6.04444444444444,17845.6666666667,14.2,51.3333333333333
"800","VIRGINIA BEACH CITY VA",15.3359090909091,4,0.556642857142857,3.5,0.96,9.75833333333333,19624.75,12.8,60
"801","VOLUSIA FL",13.9150909090909,3.2,0.696972222222222,2.6,1.038,5.95652173913043,19858.6,14.44,48.6
"802","WAKE NC",14.215,3.5,0.669766666666667,3,0.98,7.20909090909091,18525,14.025,48.2
"803","WALKER AL",13.6636363636364,3,0.619285714285714,3,0.97,15.62,19582,12.7,55.75
"804","WALKER TX",1.997,2,0.750571428571429,2,1.1,11.5166666666667,19589,15.6,53.5
"805","WALLA WALLA WA",8.81190476190476,3.5,0.536666666666667,3,0.915,7.12,19173.75,13.5,52.5
"806","WALTON FL",1.54294117647059,4,0.695,3.5,1.03,11.575,18676.6666666667,14.7,51.5
"807","WALTON GA",2.778,2,0.43175,2,0.98,4.2,19456.5,14.4,51.5
"808","WALWORTH WI",1.53,4,0.812428571428571,3.5,0.98,11.4272727272727,17610,14.5,49.4
"809","WAPELLO IA",2.535,3,0.1315,3,0.95,14.44,21062.5,14.2,53
"810","WARE GA",14.6218181818182,3,0.574428571428571,3,0.95,9.23333333333333,20708,13.8,54
"811","WARREN KY",16.0654545454545,3.5,0.744692307692308,3.5,1.015,10.6363636363636,19448.25,13.5,52
"812","WARREN NJ",14.1895454545455,2,0.582583333333333,2.5,1,6.67777777777778,21704.5,14,56.2
"813","WARREN NY",17.0854545454545,3,0.430857142857143,4,0.99,3.82,16866.5,14.5,71.3333333333333
"814","WARREN PA",2.398,3,0.675,3,0.89,9.51666666666667,18583.5,15.1,52.5
"815","WARREN TN",12.8290909090909,3,0.56175,3,1.01,9.03333333333333,15955,13.1,53
"816","WASCO OR",1.66333333333333,4,0.87,3,0.93,15.72,17438.5,15.4,53.5
"817","WASHINGTON AR",11.4886206896552,3.33333333333333,0.633941176470588,3,1.00333333333333,10.34,20014.25,14.3,100
"818","WASHINGTON MN",2.3325,4,0.2296,4,0.875,4.64444444444444,15436,13.9,50.2
"819","WASHINGTON OH",15.3863636363636,3.5,0.46475,2.5,0.99,11.3,19251.5,12.9,48
"820","WASHINGTON OK",15.7318181818182,3,0.903166666666667,2,1,9.93333333333333,18556,14.3,100
"821","WASHINGTON OR",9.72974358974359,3.75,0.51012,3.5,0.875,10.1941176470588,18398.6666666667,13.4666666666667,45.5
"822","WASHINGTON PA",5.97388888888889,3.75,0.62935,3,1.045,13.8733333333333,19022,14.55,60
"823","WASHINGTON RI",2.2335,4,0.748583333333333,4,0.965,11.9363636363636,20390.25,13.95,55
"824","WASHINGTON TN",10.1257894736842,3,0.457428571428571,3,0.975,10.46,18561,14.4,52
"825","WASHINGTON TX",1.47222222222222,3,0.858,3,0.85,3.65,17543,15.4,52
"826","WASHINGTON VA",15.6336363636364,2,0.457428571428571,3,0.91,8.06666666666667,18606,13.8,50
"827","WASHINGTON VT",1.33888888888889,3,0.179,4,0.94,9.16,17684.5,14.4,53.5
"828","WASHINGTON WI",8.95631578947368,4,0.646375,3.5,0.92,10.975,19033.5,14.5,47.5
"829","WASHTENAW MI",7.94975,3.33333333333333,0.5787,3.33333333333333,0.995,9.45,18862,12.2,51.6
"830","WATAUGA NC",13.5363636363636,3,0.1405,3,0.93,2.46,18282,13.7,53.5
"831","WAYNE GA",2.53555555555556,4,0.3755,3,0.99,14.225,19770,13.4,53.5
"832","WAYNE MI",14.0186,2.92857142857143,1.05078846153846,2.28571428571429,1.02428571428571,11.5688311688312,20288.4230769231,13.2769230769231,50.1052631578947
"833","WAYNE NC",14.3281818181818,3,0.522375,3,0.95,10.0833333333333,18245,15.5,49.25
"834","WAYNE NY",2.934,3,0.466428571428571,2,0.91,9.16666666666667,19790,12.7,52
"835","WAYNE OH",2.616,4,0.387,3,0.97,4.81428571428571,18098.3333333333,13,45.8
"836","WAYNE PA",2.169,3,0.6345,2,1.01,12.25,20270.5,17.3,51
"837","WEAKLEY TN",2.39375,3,1.152,3,1.14,2.8,19901.5,15.8,51.5
"838","WEBSTER LA",1.76266666666667,4,0.59525,4,1.03,8.77142857142857,19461,15.1,50.75
"839","WESTCHESTER NY",12.652,2.5,0.840985074626866,2.3,1.045,12.616,20900.4,13.55,61.0476190476191
"840","WESTMORELAND PA",5.95642857142857,3,0.492944444444444,3.33333333333333,1.07666666666667,6.22307692307692,19643.5,13.9,49.8571428571429
"841","WEXFORD MI",2.457,3,0.937666666666667,3,0.88,9.36666666666667,18863.5,12.9,51.2
"842","WHITE AR",15.705,4,0.308125,3,0.98,12.66,18061.5,14.6,50
"843","WHITE TN",1.26625,3,0,3,0.9,10.0333333333333,18164.5,14.2,52
"844","WHITESIDE IL",15.0272727272727,3,0.718833333333333,4,0.96,7.95714285714286,20105.5,13.9,51.5
"845","WHITFIELD GA",15.0381818181818,3,1.258875,4,0.94,10.55,17439.5,13.7,54
"846","WICHITA TX",8.06714285714286,3.5,0.314111111111111,4,1.1,10.2555555555556,19863.5,16.2,52.5
"847","WILL IL",12.6633333333333,3,0.692521739130435,2.66666666666667,1.04333333333333,10.7117647058824,20789.8333333333,13.0333333333333,100
"848","WILLIAMS OH",2.294,4,0.2345,4,1.17,6.03333333333333,22291.5,17.1,54.5
"849","WILLIAMSON IL",12.9140909090909,3,0.433,2.5,0.97,8.93636363636364,19983.75,13.95,41
"850","WILLIAMSON TN",16.9172727272727,4,0.197571428571429,4,1,12.02,18296,14.8,54.5
"851","WILLIAMSON TX",14.4440909090909,3.25,0.689555555555556,3.5,1.065,5.89545454545455,18956.2222222222,14.45,52
"852","WILSON NC",12.67,3,0.902571428571429,4,0.96,9.13333333333333,18627,12.9,44
"853","WILSON TN",16.1881818181818,2,0.327125,3,1.06,13.9166666666667,19216.5,13.5,48.5
"854","WINDHAM CT",2.07052631578947,3,0.932142857142857,3,1.005,9.89090909090909,18748.25,14.9,50.2
"855","WINDHAM VT",2.071,3,0.21,4,0.96,5.025,17795.5,14.7,53.5
"856","WINNEBAGO IL",13.7424242424242,3,0.93695652173913,3.33333333333333,1.02,10.2764705882353,19486.3333333333,13.3666666666667,73
"857","WINONA MN",2.55,3,0.284666666666667,3,0.87,4.45,18673.5,13.5,54
"858","WISE TX",15.894,3,0.730571428571429,3,1.12,16.025,22330,16.3,100
"859","WISE VA",1.37375,3,0.123,3,0.99,15.5,17984,13,50.5
"860","WOOD WI",9.53142857142857,3.5,0.498363636363636,2.5,0.935,2.95714285714286,17875.6666666667,14.1,51
"861","WOOD WV",17.5254545454545,3,0.578625,2,1.04,14.1166666666667,19454.5,12.9,53.5
"862","WORCESTER MA",8.15680555555556,3.28571428571429,0.556756097560976,2.75,1.00125,6.55428571428571,19506.8571428571,13.4833333333333,53.1176470588235
"863","WYTHE VA",2.121,3,0.102,3,0.95,11.82,18351.5,14.4,50.5
"864","YAKIMA WA",12.8037037037037,2.75,0.603928571428571,2.25,0.896666666666667,8.84375,17620.5,13.75,54.5
"865","YAMHILL OR",1.58277777777778,4,0.5461,3.5,0.855,7.84444444444444,17054.3333333333,13.2,52.4
"866","YANKTON SD",2.01235294117647,4,0.476666666666667,4,0.925,4.8,18802.5,13.7,54
"867","YAVAPAI AZ",9.2640625,3.33333333333333,0.805,3,0.953333333333333,10.2294117647059,19461.3333333333,14.2666666666667,49.8
"868","YELL AR",0.648,3,0,3,0.81,4.22,19129.5,15.8,56.5
"869","YOLO CA",1.88526315789474,3.5,0.3038,3.5,0.915,2.51666666666667,17678.3333333333,15.9,53.25
"870","YORK ME",15.2122727272727,3.5,0.81675,3.5,0.955,9.725,19431.25,12.9,45.3333333333333
"871","YORK SC",15.3036363636364,3,0.403857142857143,1,1.04,9.96,19629,16.1,100
